"TimeStamp","Container","Name","CPUPerc","MemUsage","MemPerc","NetIO","BlockIO","PIDs"
"2025-03-12 02:50:28","7941f509fee6","hdfs-spark-hive-docker-history-1","0.19%","990.2MiB / 23.47GiB","4.12%","65.2MB / 2.33MB","0B / 0B","100"
"2025-03-12 02:50:28","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.58%","1.879GiB / 23.47GiB","8.00%","1.08GB / 665MB","0B / 0B","245"
"2025-03-12 02:50:28","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.59%","1.938GiB / 23.47GiB","8.26%","1.06GB / 755MB","0B / 0B","243"
"2025-03-12 02:50:28","a3d3766552e1","hdfs-spark-hive-docker-master-1","1.16%","2.306GiB / 23.47GiB","9.82%","82.7MB / 872MB","0B / 0B","428"
"2025-03-12 02:50:28","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.67MiB / 23.47GiB","0.26%","5.42MB / 6.54MB","0B / 0B","27"
"2025-03-12 02:50:28","ALL","All Containers","2.52%","1,058.99 MB","6.09%","0 MB / 0 MB","0 MB / 0 MB","1043"
"2025-03-12 02:50:40","7941f509fee6","hdfs-spark-hive-docker-history-1","0.40%","990.2MiB / 23.47GiB","4.12%","65.2MB / 2.33MB","0B / 0B","100"
"2025-03-12 02:50:40","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","1.82%","1.879GiB / 23.47GiB","8.00%","1.09GB / 668MB","0B / 0B","244"
"2025-03-12 02:50:40","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.35%","1.938GiB / 23.47GiB","8.26%","1.07GB / 756MB","0B / 0B","242"
"2025-03-12 02:50:40","a3d3766552e1","hdfs-spark-hive-docker-master-1","97.63%","2.687GiB / 23.47GiB","11.44%","82.7MB / 875MB","0B / 0B","517"
"2025-03-12 02:50:40","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.67MiB / 23.47GiB","0.26%","5.42MB / 6.54MB","0B / 0B","27"
"2025-03-12 02:50:40","ALL","All Containers","100.20%","1,059.37 MB","6.42%","0 MB / 0 MB","0 MB / 0 MB","1130"
"2025-03-12 02:50:51","7941f509fee6","hdfs-spark-hive-docker-history-1","0.13%","990.2MiB / 23.47GiB","4.12%","65.3MB / 2.34MB","0B / 0B","100"
"2025-03-12 02:50:51","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","22.41%","2.467GiB / 23.47GiB","10.51%","1.09GB / 668MB","0B / 0B","327"
"2025-03-12 02:50:51","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","244.25%","2.378GiB / 23.47GiB","10.13%","1.07GB / 756MB","0B / 0B","292"
"2025-03-12 02:50:51","a3d3766552e1","hdfs-spark-hive-docker-master-1","227.61%","2.956GiB / 23.47GiB","12.59%","83.1MB / 876MB","0B / 0B","531"
"2025-03-12 02:50:51","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.67MiB / 23.47GiB","0.26%","5.42MB / 6.54MB","0B / 0B","27"
"2025-03-12 02:50:51","ALL","All Containers","494.40%","1,060.67 MB","7.52%","0 MB / 0 MB","0 MB / 0 MB","1277"
"2025-03-12 02:51:02","7941f509fee6","hdfs-spark-hive-docker-history-1","0.21%","990.3MiB / 23.47GiB","4.12%","66.3MB / 2.34MB","0B / 0B","100"
"2025-03-12 02:51:02","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.80%","1.882GiB / 23.47GiB","8.02%","1.09GB / 670MB","0B / 0B","246"
"2025-03-12 02:51:02","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.52%","1.939GiB / 23.47GiB","8.26%","1.07GB / 757MB","0B / 0B","246"
"2025-03-12 02:51:02","a3d3766552e1","hdfs-spark-hive-docker-master-1","0.78%","2.308GiB / 23.47GiB","9.83%","83.1MB / 876MB","0B / 0B","430"
"2025-03-12 02:51:02","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.67MiB / 23.47GiB","0.26%","5.42MB / 6.54MB","0B / 0B","27"
"2025-03-12 02:51:02","ALL","All Containers","2.31%","1,059.10 MB","6.10%","0 MB / 0 MB","0 MB / 0 MB","1049"
