"TimeStamp","Container","Name","CPUPerc","MemUsage","MemPerc","NetIO","BlockIO","PIDs"
"2025-03-12 02:49:26","7941f509fee6","hdfs-spark-hive-docker-history-1","0.19%","990.1MiB / 23.47GiB","4.12%","64.1MB / 2.32MB","0B / 0B","100"
"2025-03-12 02:49:26","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.68%","1.861GiB / 23.47GiB","7.93%","1.08GB / 661MB","0B / 0B","244"
"2025-03-12 02:49:26","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.67%","1.914GiB / 23.47GiB","8.15%","1.06GB / 754MB","0B / 0B","245"
"2025-03-12 02:49:26","a3d3766552e1","hdfs-spark-hive-docker-master-1","1.23%","2.306GiB / 23.47GiB","9.82%","82.3MB / 868MB","0B / 0B","428"
"2025-03-12 02:49:26","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.67MiB / 23.47GiB","0.26%","5.42MB / 6.54MB","0B / 0B","27"
"2025-03-12 02:49:26","ALL","All Containers","2.77%","1,058.85 MB","6.06%","0 MB / 0 MB","0 MB / 0 MB","1044"
"2025-03-12 02:49:38","7941f509fee6","hdfs-spark-hive-docker-history-1","0.16%","990.1MiB / 23.47GiB","4.12%","64.1MB / 2.32MB","0B / 0B","100"
"2025-03-12 02:49:38","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.64%","1.861GiB / 23.47GiB","7.93%","1.08GB / 661MB","0B / 0B","243"
"2025-03-12 02:49:38","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.57%","1.914GiB / 23.47GiB","8.15%","1.06GB / 754MB","0B / 0B","244"
"2025-03-12 02:49:38","a3d3766552e1","hdfs-spark-hive-docker-master-1","14.21%","2.332GiB / 23.47GiB","9.93%","82.3MB / 868MB","0B / 0B","446"
"2025-03-12 02:49:38","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.67MiB / 23.47GiB","0.26%","5.42MB / 6.54MB","0B / 0B","27"
"2025-03-12 02:49:38","ALL","All Containers","15.58%","1,058.88 MB","6.08%","0 MB / 0 MB","0 MB / 0 MB","1060"
"2025-03-12 02:49:49","7941f509fee6","hdfs-spark-hive-docker-history-1","0.14%","990.1MiB / 23.47GiB","4.12%","64.1MB / 2.32MB","0B / 0B","100"
"2025-03-12 02:49:49","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","228.18%","2.166GiB / 23.47GiB","9.23%","1.08GB / 664MB","0B / 0B","283"
"2025-03-12 02:49:49","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","124.08%","2.033GiB / 23.47GiB","8.66%","1.06GB / 755MB","0B / 0B","279"
"2025-03-12 02:49:49","a3d3766552e1","hdfs-spark-hive-docker-master-1","17.63%","2.766GiB / 23.47GiB","11.78%","82.4MB / 871MB","0B / 0B","521"
"2025-03-12 02:49:49","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.67MiB / 23.47GiB","0.26%","5.42MB / 6.54MB","0B / 0B","27"
"2025-03-12 02:49:49","ALL","All Containers","370.03%","1,059.74 MB","6.81%","0 MB / 0 MB","0 MB / 0 MB","1210"
"2025-03-12 02:50:00","7941f509fee6","hdfs-spark-hive-docker-history-1","1.80%","990.2MiB / 23.47GiB","4.12%","64.3MB / 2.33MB","0B / 0B","100"
"2025-03-12 02:50:00","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","170.39%","2.639GiB / 23.47GiB","11.24%","1.08GB / 664MB","0B / 0B","335"
"2025-03-12 02:50:00","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","140.54%","2.543GiB / 23.47GiB","10.83%","1.06GB / 755MB","0B / 0B","298"
"2025-03-12 02:50:00","a3d3766552e1","hdfs-spark-hive-docker-master-1","4.76%","2.306GiB / 23.47GiB","9.82%","82.6MB / 872MB","0B / 0B","430"
"2025-03-12 02:50:00","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.67MiB / 23.47GiB","0.26%","5.42MB / 6.54MB","0B / 0B","27"
"2025-03-12 02:50:00","ALL","All Containers","317.49%","1,060.36 MB","7.25%","0 MB / 0 MB","0 MB / 0 MB","1190"
