"TimeStamp","Container","Name","CPUPerc","MemUsage","MemPerc","NetIO","BlockIO","PIDs"
"2025-03-12 02:53:52","7941f509fee6","hdfs-spark-hive-docker-history-1","0.17%","990.3MiB / 23.47GiB","4.12%","67.6MB / 2.36MB","0B / 0B","100"
"2025-03-12 02:53:52","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.61%","1.885GiB / 23.47GiB","8.03%","1.09GB / 675MB","0B / 0B","237"
"2025-03-12 02:53:52","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.63%","1.94GiB / 23.47GiB","8.26%","1.07GB / 757MB","0B / 0B","238"
"2025-03-12 02:53:52","a3d3766552e1","hdfs-spark-hive-docker-master-1","1.32%","2.321GiB / 23.47GiB","9.89%","84.8MB / 882MB","0B / 0B","428"
"2025-03-12 02:53:52","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.68MiB / 23.47GiB","0.26%","5.71MB / 6.92MB","0B / 0B","27"
"2025-03-12 02:53:52","ALL","All Containers","2.73%","1,059.13 MB","6.11%","0 MB / 0 MB","0 MB / 0 MB","1030"
"2025-03-12 02:54:03","7941f509fee6","hdfs-spark-hive-docker-history-1","0.13%","990.3MiB / 23.47GiB","4.12%","67.6MB / 2.36MB","0B / 0B","100"
"2025-03-12 02:54:03","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","2.24%","1.885GiB / 23.47GiB","8.03%","1.1GB / 678MB","0B / 0B","237"
"2025-03-12 02:54:03","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.58%","1.94GiB / 23.47GiB","8.26%","1.07GB / 757MB","0B / 0B","238"
"2025-03-12 02:54:03","a3d3766552e1","hdfs-spark-hive-docker-master-1","129.09%","2.715GiB / 23.47GiB","11.57%","84.8MB / 885MB","0B / 0B","517"
"2025-03-12 02:54:03","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.68MiB / 23.47GiB","0.26%","5.71MB / 6.92MB","0B / 0B","27"
"2025-03-12 02:54:03","ALL","All Containers","132.04%","1,059.52 MB","6.45%","0 MB / 0 MB","0 MB / 0 MB","1119"
"2025-03-12 02:54:15","7941f509fee6","hdfs-spark-hive-docker-history-1","0.15%","990.3MiB / 23.47GiB","4.12%","67.6MB / 2.37MB","0B / 0B","100"
"2025-03-12 02:54:15","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","1.08%","2.468GiB / 23.47GiB","10.51%","1.1GB / 678MB","0B / 0B","325"
"2025-03-12 02:54:15","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","297.76%","2.282GiB / 23.47GiB","9.72%","1.07GB / 757MB","0B / 0B","288"
"2025-03-12 02:54:15","a3d3766552e1","hdfs-spark-hive-docker-master-1","1.54%","2.98GiB / 23.47GiB","12.69%","84.9MB / 885MB","0B / 0B","523"
"2025-03-12 02:54:15","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.68MiB / 23.47GiB","0.26%","5.71MB / 6.92MB","0B / 0B","27"
"2025-03-12 02:54:15","ALL","All Containers","300.53%","1,060.71 MB","7.46%","0 MB / 0 MB","0 MB / 0 MB","1263"
"2025-03-12 02:54:26","7941f509fee6","hdfs-spark-hive-docker-history-1","0.11%","990.3MiB / 23.47GiB","4.12%","67.7MB / 2.37MB","0B / 0B","100"
"2025-03-12 02:54:26","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","121.89%","2.899GiB / 23.47GiB","12.35%","1.1GB / 678MB","0B / 0B","328"
"2025-03-12 02:54:26","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","165.33%","2.867GiB / 23.47GiB","12.21%","1.07GB / 758MB","0B / 0B","289"
"2025-03-12 02:54:26","a3d3766552e1","hdfs-spark-hive-docker-master-1","3.78%","2.979GiB / 23.47GiB","12.69%","85MB / 886MB","0B / 0B","530"
"2025-03-12 02:54:26","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.68MiB / 23.47GiB","0.26%","5.71MB / 6.92MB","0B / 0B","27"
"2025-03-12 02:54:26","ALL","All Containers","291.11%","1,061.73 MB","8.33%","0 MB / 0 MB","0 MB / 0 MB","1274"
"2025-03-12 02:54:37","7941f509fee6","hdfs-spark-hive-docker-history-1","0.15%","990.3MiB / 23.47GiB","4.12%","67.8MB / 2.37MB","0B / 0B","100"
"2025-03-12 02:54:37","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","1.03%","1.888GiB / 23.47GiB","8.04%","1.1GB / 693MB","0B / 0B","247"
"2025-03-12 02:54:37","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.69%","1.944GiB / 23.47GiB","8.28%","1.09GB / 758MB","0B / 0B","244"
"2025-03-12 02:54:37","a3d3766552e1","hdfs-spark-hive-docker-master-1","1.16%","2.321GiB / 23.47GiB","9.89%","85.1MB / 886MB","0B / 0B","430"
"2025-03-12 02:54:37","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.01%","62.68MiB / 23.47GiB","0.26%","5.71MB / 6.92MB","0B / 0B","27"
"2025-03-12 02:54:37","ALL","All Containers","3.04%","1,059.13 MB","6.12%","0 MB / 0 MB","0 MB / 0 MB","1048"
