"TimeStamp","Container","Name","CPUPerc","MemUsage","MemPerc","NetIO","BlockIO","PIDs"
"2025-03-12 02:54:58","7941f509fee6","hdfs-spark-hive-docker-history-1","0.17%","990.3MiB / 23.47GiB","4.12%","68.6MB / 2.38MB","0B / 0B","100"
"2025-03-12 02:54:58","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.53%","1.888GiB / 23.47GiB","8.04%","1.1GB / 693MB","0B / 0B","245"
"2025-03-12 02:54:58","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.56%","1.944GiB / 23.47GiB","8.28%","1.09GB / 758MB","0B / 0B","242"
"2025-03-12 02:54:58","a3d3766552e1","hdfs-spark-hive-docker-master-1","1.21%","2.321GiB / 23.47GiB","9.89%","85.1MB / 886MB","0B / 0B","428"
"2025-03-12 02:54:58","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.01%","62.68MiB / 23.47GiB","0.26%","5.71MB / 6.92MB","0B / 0B","27"
"2025-03-12 02:54:58","ALL","All Containers","2.48%","1,059.13 MB","6.12%","0 MB / 0 MB","0 MB / 0 MB","1042"
"2025-03-12 02:55:10","7941f509fee6","hdfs-spark-hive-docker-history-1","0.19%","990.3MiB / 23.47GiB","4.12%","68.6MB / 2.38MB","0B / 0B","100"
"2025-03-12 02:55:10","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.57%","1.888GiB / 23.47GiB","8.04%","1.1GB / 693MB","0B / 0B","245"
"2025-03-12 02:55:10","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.56%","1.943GiB / 23.47GiB","8.28%","1.09GB / 759MB","0B / 0B","241"
"2025-03-12 02:55:10","a3d3766552e1","hdfs-spark-hive-docker-master-1","1.12%","2.321GiB / 23.47GiB","9.89%","85.1MB / 886MB","0B / 0B","428"
"2025-03-12 02:55:10","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.69MiB / 23.47GiB","0.26%","5.71MB / 6.92MB","0B / 0B","27"
"2025-03-12 02:55:10","ALL","All Containers","2.44%","1,059.14 MB","6.12%","0 MB / 0 MB","0 MB / 0 MB","1041"
"2025-03-12 02:55:21","7941f509fee6","hdfs-spark-hive-docker-history-1","0.17%","990.3MiB / 23.47GiB","4.12%","68.6MB / 2.38MB","0B / 0B","100"
"2025-03-12 02:55:21","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.59%","1.888GiB / 23.47GiB","8.04%","1.1GB / 693MB","0B / 0B","243"
"2025-03-12 02:55:21","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.53%","1.943GiB / 23.47GiB","8.28%","1.09GB / 759MB","0B / 0B","241"
"2025-03-12 02:55:21","a3d3766552e1","hdfs-spark-hive-docker-master-1","1.17%","2.321GiB / 23.47GiB","9.89%","85.1MB / 886MB","0B / 0B","428"
"2025-03-12 02:55:21","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.68MiB / 23.47GiB","0.26%","5.71MB / 6.92MB","0B / 0B","27"
"2025-03-12 02:55:21","ALL","All Containers","2.46%","1,059.13 MB","6.12%","0 MB / 0 MB","0 MB / 0 MB","1039"
"2025-03-12 02:55:32","7941f509fee6","hdfs-spark-hive-docker-history-1","0.12%","990.3MiB / 23.47GiB","4.12%","68.6MB / 2.38MB","0B / 0B","100"
"2025-03-12 02:55:32","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.38%","1.888GiB / 23.47GiB","8.04%","1.1GB / 693MB","0B / 0B","243"
"2025-03-12 02:55:32","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.39%","1.944GiB / 23.47GiB","8.28%","1.09GB / 759MB","0B / 0B","240"
"2025-03-12 02:55:32","a3d3766552e1","hdfs-spark-hive-docker-master-1","127.25%","2.713GiB / 23.47GiB","11.56%","85.1MB / 889MB","0B / 0B","517"
"2025-03-12 02:55:32","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.68MiB / 23.47GiB","0.26%","5.71MB / 6.92MB","0B / 0B","27"
"2025-03-12 02:55:32","ALL","All Containers","128.14%","1,059.53 MB","6.45%","0 MB / 0 MB","0 MB / 0 MB","1127"
"2025-03-12 02:55:43","7941f509fee6","hdfs-spark-hive-docker-history-1","0.12%","990.3MiB / 23.47GiB","4.12%","68.6MB / 2.38MB","0B / 0B","100"
"2025-03-12 02:55:43","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.87%","2.469GiB / 23.47GiB","10.52%","1.1GB / 696MB","0B / 0B","323"
"2025-03-12 02:55:43","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","343.38%","2.289GiB / 23.47GiB","9.75%","1.09GB / 759MB","0B / 0B","287"
"2025-03-12 02:55:43","a3d3766552e1","hdfs-spark-hive-docker-master-1","1.40%","2.967GiB / 23.47GiB","12.64%","85.2MB / 889MB","0B / 0B","523"
"2025-03-12 02:55:43","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.68MiB / 23.47GiB","0.26%","5.71MB / 6.92MB","0B / 0B","27"
"2025-03-12 02:55:43","ALL","All Containers","345.77%","1,060.71 MB","7.46%","0 MB / 0 MB","0 MB / 0 MB","1260"
"2025-03-12 02:55:53","7941f509fee6","hdfs-spark-hive-docker-history-1","0.13%","990.3MiB / 23.47GiB","4.12%","68.8MB / 2.38MB","0B / 0B","100"
"2025-03-12 02:55:53","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","134.49%","3.247GiB / 23.47GiB","13.83%","1.1GB / 696MB","0B / 0B","326"
"2025-03-12 02:55:53","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","100.86%","3.029GiB / 23.47GiB","12.90%","1.09GB / 759MB","0B / 0B","288"
"2025-03-12 02:55:53","a3d3766552e1","hdfs-spark-hive-docker-master-1","1.48%","2.97GiB / 23.47GiB","12.65%","85.4MB / 890MB","0B / 0B","531"
"2025-03-12 02:55:53","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","62.68MiB / 23.47GiB","0.26%","5.71MB / 6.92MB","0B / 0B","27"
"2025-03-12 02:55:53","ALL","All Containers","236.96%","1,062.23 MB","8.75%","0 MB / 0 MB","0 MB / 0 MB","1272"
"2025-03-12 02:56:05","7941f509fee6","hdfs-spark-hive-docker-history-1","0.11%","990.4MiB / 23.47GiB","4.12%","68.8MB / 2.39MB","0B / 0B","102"
"2025-03-12 02:56:05","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.40%","2.215GiB / 23.47GiB","9.43%","1.1GB / 700MB","0B / 0B","244"
"2025-03-12 02:56:05","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.54%","2.268GiB / 23.47GiB","9.66%","1.1GB / 760MB","0B / 0B","243"
"2025-03-12 02:56:05","a3d3766552e1","hdfs-spark-hive-docker-master-1","1.34%","2.321GiB / 23.47GiB","9.89%","85.5MB / 890MB","0B / 0B","430"
"2025-03-12 02:56:05","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.01%","62.69MiB / 23.47GiB","0.26%","5.71MB / 6.92MB","0B / 0B","27"
"2025-03-12 02:56:05","ALL","All Containers","2.40%","1,059.89 MB","6.67%","0 MB / 0 MB","0 MB / 0 MB","1046"
