"TimeStamp","Container","Name","CPUPerc","MemUsage","MemPerc","NetIO","BlockIO","PIDs"
"2025-03-12 14:02:56","7941f509fee6","hdfs-spark-hive-docker-history-1","0.27%","889.3MiB / 23.47GiB","3.70%","55.3MB / 333kB","0B / 0B","100"
"2025-03-12 14:02:56","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","1.38%","1.772GiB / 23.47GiB","7.55%","2.31GB / 1.36GB","0B / 0B","235"
"2025-03-12 14:02:56","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","1.46%","1.896GiB / 23.47GiB","8.08%","2.33GB / 1.25GB","0B / 0B","235"
"2025-03-12 14:02:56","a3d3766552e1","hdfs-spark-hive-docker-master-1","3.86%","2.156GiB / 23.47GiB","9.18%","8.86MB / 2.09GB","0B / 0B","405"
"2025-03-12 14:02:56","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.01%","95.17MiB / 23.47GiB","0.40%","1.07MB / 1.06MB","0B / 0B","47"
"2025-03-12 14:02:56","ALL","All Containers","6.98%","990.29 MB","5.78%","0 MB / 0 MB","0 MB / 0 MB","1022"
"2025-03-12 14:03:07","7941f509fee6","hdfs-spark-hive-docker-history-1","0.12%","889.4MiB / 23.47GiB","3.70%","55.4MB / 334kB","0B / 0B","100"
"2025-03-12 14:03:07","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","5.62%","1.772GiB / 23.47GiB","7.55%","2.31GB / 1.36GB","0B / 0B","235"
"2025-03-12 14:03:07","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","181.46%","2.094GiB / 23.47GiB","8.92%","2.33GB / 1.26GB","0B / 0B","271"
"2025-03-12 14:03:07","a3d3766552e1","hdfs-spark-hive-docker-master-1","53.07%","2.54GiB / 23.47GiB","10.82%","8.89MB / 2.09GB","0B / 0B","488"
"2025-03-12 14:03:07","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.01%","95.17MiB / 23.47GiB","0.40%","1.07MB / 1.06MB","0B / 0B","47"
"2025-03-12 14:03:07","ALL","All Containers","240.28%","990.98 MB","6.28%","0 MB / 0 MB","0 MB / 0 MB","1141"
"2025-03-12 14:03:18","7941f509fee6","hdfs-spark-hive-docker-history-1","0.13%","890.8MiB / 23.47GiB","3.71%","55.4MB / 335kB","0B / 0B","100"
"2025-03-12 14:03:18","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.83%","2.047GiB / 23.47GiB","8.72%","2.31GB / 1.36GB","0B / 0B","281"
"2025-03-12 14:03:18","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","31.29%","2.496GiB / 23.47GiB","10.63%","2.33GB / 1.26GB","0B / 0B","320"
"2025-03-12 14:03:18","a3d3766552e1","hdfs-spark-hive-docker-master-1","289.92%","2.887GiB / 23.47GiB","12.30%","10MB / 2.09GB","0B / 0B","510"
"2025-03-12 14:03:18","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","104.2MiB / 23.47GiB","0.43%","1.18MB / 1.21MB","0B / 0B","51"
"2025-03-12 14:03:18","ALL","All Containers","322.17%","1,002.43 MB","7.16%","0 MB / 0 MB","0 MB / 0 MB","1262"
"2025-03-12 14:03:29","7941f509fee6","hdfs-spark-hive-docker-history-1","0.23%","891.7MiB / 23.47GiB","3.71%","55.5MB / 338kB","0B / 0B","100"
"2025-03-12 14:03:29","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","190.07%","2.39GiB / 23.47GiB","10.18%","2.31GB / 1.36GB","0B / 0B","283"
"2025-03-12 14:03:29","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","206.61%","2.848GiB / 23.47GiB","12.13%","2.33GB / 1.26GB","0B / 0B","323"
"2025-03-12 14:03:29","a3d3766552e1","hdfs-spark-hive-docker-master-1","198.65%","2.939GiB / 23.47GiB","12.52%","12.9MB / 2.1GB","0B / 0B","559"
"2025-03-12 14:03:29","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","95.25MiB / 23.47GiB","0.40%","1.21MB / 1.28MB","0B / 0B","47"
"2025-03-12 14:03:29","ALL","All Containers","595.56%","995.13 MB","7.79%","0 MB / 0 MB","0 MB / 0 MB","1312"
"2025-03-12 14:03:40","7941f509fee6","hdfs-spark-hive-docker-history-1","0.27%","892MiB / 23.47GiB","3.71%","55.5MB / 340kB","0B / 0B","100"
"2025-03-12 14:03:40","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","3.02%","1.826GiB / 23.47GiB","7.78%","2.32GB / 1.36GB","0B / 0B","241"
"2025-03-12 14:03:40","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.90%","1.934GiB / 23.47GiB","8.24%","2.33GB / 1.26GB","0B / 0B","244"
"2025-03-12 14:03:40","a3d3766552e1","hdfs-spark-hive-docker-master-1","2.03%","2.182GiB / 23.47GiB","9.29%","12.9MB / 2.1GB","0B / 0B","407"
"2025-03-12 14:03:40","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","95.23MiB / 23.47GiB","0.40%","1.21MB / 1.28MB","0B / 0B","47"
"2025-03-12 14:03:40","ALL","All Containers","6.22%","993.17 MB","5.88%","0 MB / 0 MB","0 MB / 0 MB","1039"
