"TimeStamp","Container","Name","CPUPerc","MemUsage","MemPerc","NetIO","BlockIO","PIDs"
"2025-03-12 14:06:05","7941f509fee6","hdfs-spark-hive-docker-history-1","0.28%","892.7MiB / 23.47GiB","3.71%","58.5MB / 366kB","0B / 0B","100"
"2025-03-12 14:06:05","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","1.72%","1.84GiB / 23.47GiB","7.84%","2.32GB / 1.36GB","0B / 0B","243"
"2025-03-12 14:06:05","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","1.65%","1.958GiB / 23.47GiB","8.34%","2.34GB / 1.27GB","0B / 0B","241"
"2025-03-12 14:06:05","a3d3766552e1","hdfs-spark-hive-docker-master-1","8.95%","2.192GiB / 23.47GiB","9.34%","15.7MB / 2.11GB","0B / 0B","410"
"2025-03-12 14:06:05","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.01%","95.23MiB / 23.47GiB","0.40%","1.35MB / 1.51MB","0B / 0B","47"
"2025-03-12 14:06:05","ALL","All Containers","12.61%","993.92 MB","5.93%","0 MB / 0 MB","0 MB / 0 MB","1041"
"2025-03-12 14:06:17","7941f509fee6","hdfs-spark-hive-docker-history-1","0.54%","892.7MiB / 23.47GiB","3.71%","58.5MB / 367kB","0B / 0B","100"
"2025-03-12 14:06:17","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.81%","1.84GiB / 23.47GiB","7.84%","2.32GB / 1.36GB","0B / 0B","242"
"2025-03-12 14:06:17","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.52%","1.957GiB / 23.47GiB","8.34%","2.34GB / 1.27GB","0B / 0B","240"
"2025-03-12 14:06:17","a3d3766552e1","hdfs-spark-hive-docker-master-1","50.10%","2.581GiB / 23.47GiB","10.99%","15.7MB / 2.11GB","0B / 0B","489"
"2025-03-12 14:06:17","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","95.23MiB / 23.47GiB","0.40%","1.35MB / 1.51MB","0B / 0B","47"
"2025-03-12 14:06:17","ALL","All Containers","51.97%","994.31 MB","6.26%","0 MB / 0 MB","0 MB / 0 MB","1118"
"2025-03-12 14:06:29","7941f509fee6","hdfs-spark-hive-docker-history-1","0.13%","892.7MiB / 23.47GiB","3.71%","58.5MB / 368kB","0B / 0B","100"
"2025-03-12 14:06:29","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","254.53%","2.447GiB / 23.47GiB","10.43%","2.32GB / 1.36GB","0B / 0B","333"
"2025-03-12 14:06:29","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","1.40%","2.228GiB / 23.47GiB","9.49%","2.35GB / 1.27GB","0B / 0B","286"
"2025-03-12 14:06:29","a3d3766552e1","hdfs-spark-hive-docker-master-1","251.75%","2.864GiB / 23.47GiB","12.20%","15.8MB / 2.11GB","0B / 0B","511"
"2025-03-12 14:06:29","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","104.2MiB / 23.47GiB","0.43%","1.46MB / 1.66MB","0B / 0B","51"
"2025-03-12 14:06:29","ALL","All Containers","507.81%","1,004.44 MB","7.25%","0 MB / 0 MB","0 MB / 0 MB","1281"
"2025-03-12 14:06:40","7941f509fee6","hdfs-spark-hive-docker-history-1","0.20%","893.2MiB / 23.47GiB","3.72%","58.6MB / 371kB","0B / 0B","100"
"2025-03-12 14:06:40","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","186.69%","2.66GiB / 23.47GiB","11.33%","2.33GB / 1.36GB","0B / 0B","327"
"2025-03-12 14:06:40","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","137.11%","2.595GiB / 23.47GiB","11.05%","2.35GB / 1.27GB","0B / 0B","288"
"2025-03-12 14:06:40","a3d3766552e1","hdfs-spark-hive-docker-master-1","8.03%","2.908GiB / 23.47GiB","12.39%","18.4MB / 2.12GB","0B / 0B","514"
"2025-03-12 14:06:40","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","104.4MiB / 23.47GiB","0.43%","1.48MB / 1.73MB","0B / 0B","51"
"2025-03-12 14:06:40","ALL","All Containers","332.03%","1,005.76 MB","7.78%","0 MB / 0 MB","0 MB / 0 MB","1280"
"2025-03-12 14:06:50","7941f509fee6","hdfs-spark-hive-docker-history-1","0.14%","893.2MiB / 23.47GiB","3.72%","58.6MB / 373kB","0B / 0B","100"
"2025-03-12 14:06:50","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.95%","2.828GiB / 23.47GiB","12.05%","2.33GB / 1.38GB","0B / 0B","325"
"2025-03-12 14:06:50","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","175.86%","3.137GiB / 23.47GiB","13.36%","2.37GB / 1.27GB","0B / 0B","288"
"2025-03-12 14:06:50","a3d3766552e1","hdfs-spark-hive-docker-master-1","161.53%","2.954GiB / 23.47GiB","12.58%","19.6MB / 2.12GB","0B / 0B","481"
"2025-03-12 14:06:50","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","95.26MiB / 23.47GiB","0.40%","1.48MB / 1.73MB","0B / 0B","47"
"2025-03-12 14:06:50","ALL","All Containers","338.48%","997.38 MB","8.42%","0 MB / 0 MB","0 MB / 0 MB","1241"
