"TimeStamp","Container","Name","CPUPerc","MemUsage","MemPerc","NetIO","BlockIO","PIDs"
"2025-03-12 14:22:02","7941f509fee6","hdfs-spark-hive-docker-history-1","0.83%","997.9MiB / 23.47GiB","4.15%","70.8MB / 545kB","0B / 0B","100"
"2025-03-12 14:22:02","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","1.13%","3.599GiB / 23.47GiB","15.33%","2.42GB / 1.51GB","0B / 0B","243"
"2025-03-12 14:22:02","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","1.39%","3.728GiB / 23.47GiB","15.88%","2.51GB / 1.36GB","0B / 0B","240"
"2025-03-12 14:22:02","a3d3766552e1","hdfs-spark-hive-docker-master-1","2.92%","1.865GiB / 23.47GiB","7.94%","24.7MB / 2.16GB","0B / 0B","395"
"2025-03-12 14:22:02","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","68.15MiB / 23.47GiB","0.28%","1.54MB / 1.78MB","0B / 0B","27"
"2025-03-12 14:22:02","ALL","All Containers","6.27%","1,075.24 MB","8.72%","0 MB / 0 MB","0 MB / 0 MB","1005"
"2025-03-12 14:22:13","7941f509fee6","hdfs-spark-hive-docker-history-1","0.36%","997.8MiB / 23.47GiB","4.15%","70.8MB / 546kB","0B / 0B","100"
"2025-03-12 14:22:13","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","1.46%","3.599GiB / 23.47GiB","15.33%","2.42GB / 1.51GB","0B / 0B","242"
"2025-03-12 14:22:13","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","0.61%","3.728GiB / 23.47GiB","15.88%","2.51GB / 1.36GB","0B / 0B","240"
"2025-03-12 14:22:13","a3d3766552e1","hdfs-spark-hive-docker-master-1","172.97%","2.241GiB / 23.47GiB","9.55%","24.7MB / 2.16GB","0B / 0B","476"
"2025-03-12 14:22:13","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","68.14MiB / 23.47GiB","0.28%","1.55MB / 1.79MB","0B / 0B","27"
"2025-03-12 14:22:13","ALL","All Containers","175.40%","1,075.51 MB","9.04%","0 MB / 0 MB","0 MB / 0 MB","1085"
"2025-03-12 14:22:24","7941f509fee6","hdfs-spark-hive-docker-history-1","0.16%","997.8MiB / 23.47GiB","4.15%","70.8MB / 547kB","0B / 0B","100"
"2025-03-12 14:22:24","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","237.64%","4.125GiB / 23.47GiB","17.57%","2.42GB / 1.51GB","0B / 0B","319"
"2025-03-12 14:22:24","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","1.17%","4.006GiB / 23.47GiB","17.07%","2.51GB / 1.36GB","0B / 0B","284"
"2025-03-12 14:22:24","a3d3766552e1","hdfs-spark-hive-docker-master-1","63.87%","2.475GiB / 23.47GiB","10.54%","24.8MB / 2.16GB","0B / 0B","489"
"2025-03-12 14:22:24","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","66.51MiB / 23.47GiB","0.28%","1.55MB / 1.79MB","0B / 0B","27"
"2025-03-12 14:22:24","ALL","All Containers","302.84%","1,074.92 MB","9.92%","0 MB / 0 MB","0 MB / 0 MB","1219"
"2025-03-12 14:22:35","7941f509fee6","hdfs-spark-hive-docker-history-1","0.10%","998MiB / 23.47GiB","4.15%","70.9MB / 551kB","0B / 0B","102"
"2025-03-12 14:22:35","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","120.20%","4.678GiB / 23.47GiB","19.93%","2.42GB / 1.51GB","0B / 0B","330"
"2025-03-12 14:22:35","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","121.92%","4.554GiB / 23.47GiB","19.40%","2.51GB / 1.36GB","0B / 0B","293"
"2025-03-12 14:22:35","a3d3766552e1","hdfs-spark-hive-docker-master-1","3.71%","2.517GiB / 23.47GiB","10.72%","24.9MB / 2.16GB","0B / 0B","501"
"2025-03-12 14:22:35","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","66.51MiB / 23.47GiB","0.28%","1.55MB / 1.79MB","0B / 0B","27"
"2025-03-12 14:22:35","ALL","All Containers","245.93%","1,076.26 MB","10.90%","0 MB / 0 MB","0 MB / 0 MB","1253"
"2025-03-12 14:22:47","7941f509fee6","hdfs-spark-hive-docker-history-1","0.11%","997.9MiB / 23.47GiB","4.15%","70.9MB / 553kB","0B / 0B","100"
"2025-03-12 14:22:47","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","106.62%","4.708GiB / 23.47GiB","20.05%","2.42GB / 1.51GB","0B / 0B","328"
"2025-03-12 14:22:47","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","103.59%","4.562GiB / 23.47GiB","19.43%","2.51GB / 1.36GB","0B / 0B","289"
"2025-03-12 14:22:47","a3d3766552e1","hdfs-spark-hive-docker-master-1","2.45%","2.517GiB / 23.47GiB","10.72%","25MB / 2.16GB","0B / 0B","502"
"2025-03-12 14:22:47","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","66.53MiB / 23.47GiB","0.28%","1.55MB / 1.79MB","0B / 0B","27"
"2025-03-12 14:22:47","ALL","All Containers","212.77%","1,076.22 MB","10.93%","0 MB / 0 MB","0 MB / 0 MB","1246"
"2025-03-12 14:22:58","7941f509fee6","hdfs-spark-hive-docker-history-1","0.09%","997.9MiB / 23.47GiB","4.15%","70.9MB / 555kB","0B / 0B","100"
"2025-03-12 14:22:58","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","110.05%","4.711GiB / 23.47GiB","20.07%","2.42GB / 1.51GB","0B / 0B","328"
"2025-03-12 14:22:58","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","104.93%","4.567GiB / 23.47GiB","19.45%","2.51GB / 1.36GB","0B / 0B","289"
"2025-03-12 14:22:58","a3d3766552e1","hdfs-spark-hive-docker-master-1","2.28%","2.518GiB / 23.47GiB","10.73%","25.1MB / 2.16GB","0B / 0B","501"
"2025-03-12 14:22:58","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","66.54MiB / 23.47GiB","0.28%","1.55MB / 1.79MB","0B / 0B","27"
"2025-03-12 14:22:58","ALL","All Containers","217.35%","1,076.24 MB","10.94%","0 MB / 0 MB","0 MB / 0 MB","1245"
"2025-03-12 14:23:09","7941f509fee6","hdfs-spark-hive-docker-history-1","0.13%","997.9MiB / 23.47GiB","4.15%","71MB / 557kB","0B / 0B","100"
"2025-03-12 14:23:09","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","29.88%","3.912GiB / 23.47GiB","16.67%","2.51GB / 1.59GB","0B / 0B","278"
"2025-03-12 14:23:09","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","1.11%","3.729GiB / 23.47GiB","15.88%","2.59GB / 1.45GB","0B / 0B","242"
"2025-03-12 14:23:09","a3d3766552e1","hdfs-spark-hive-docker-master-1","1.27%","1.866GiB / 23.47GiB","7.95%","25.2MB / 2.16GB","0B / 0B","396"
"2025-03-12 14:23:09","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","66.55MiB / 23.47GiB","0.28%","1.55MB / 1.79MB","0B / 0B","27"
"2025-03-12 14:23:09","ALL","All Containers","32.39%","1,073.96 MB","8.99%","0 MB / 0 MB","0 MB / 0 MB","1043"
