"TimeStamp","Container","Name","CPUPerc","MemUsage","MemPerc","NetIO","BlockIO","PIDs"
"2025-03-12 14:23:33","7941f509fee6","hdfs-spark-hive-docker-history-1","0.25%","997.9MiB / 23.47GiB","4.15%","72MB / 565kB","0B / 0B","100"
"2025-03-12 14:23:33","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","1.47%","3.601GiB / 23.47GiB","15.34%","2.51GB / 1.59GB","0B / 0B","243"
"2025-03-12 14:23:33","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","1.17%","3.728GiB / 23.47GiB","15.88%","2.59GB / 1.45GB","0B / 0B","240"
"2025-03-12 14:23:33","a3d3766552e1","hdfs-spark-hive-docker-master-1","3.21%","1.866GiB / 23.47GiB","7.95%","25.2MB / 2.16GB","0B / 0B","394"
"2025-03-12 14:23:33","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","66.59MiB / 23.47GiB","0.28%","1.55MB / 1.79MB","0B / 0B","27"
"2025-03-12 14:23:33","ALL","All Containers","6.10%","1,073.69 MB","8.72%","0 MB / 0 MB","0 MB / 0 MB","1004"
"2025-03-12 14:23:44","7941f509fee6","hdfs-spark-hive-docker-history-1","0.15%","997.9MiB / 23.47GiB","4.15%","72MB / 566kB","0B / 0B","100"
"2025-03-12 14:23:44","ec0defcd48e4","hdfs-spark-hive-docker-worker1-1","0.43%","3.601GiB / 23.47GiB","15.34%","2.51GB / 1.59GB","0B / 0B","242"
"2025-03-12 14:23:44","13bff8c591b1","hdfs-spark-hive-docker-worker2-1","145.17%","3.87GiB / 23.47GiB","16.48%","2.6GB / 1.45GB","0B / 0B","275"
"2025-03-12 14:23:44","a3d3766552e1","hdfs-spark-hive-docker-master-1","120.79%","2.263GiB / 23.47GiB","9.64%","25.2MB / 2.16GB","0B / 0B","484"
"2025-03-12 14:23:44","51fe5cb98b94","hdfs-spark-hive-docker-metastore-1","0.00%","66.59MiB / 23.47GiB","0.28%","1.55MB / 1.79MB","0B / 0B","27"
"2025-03-12 14:23:44","ALL","All Containers","266.54%","1,074.22 MB","9.18%","0 MB / 0 MB","0 MB / 0 MB","1128"
